ResourceID,Name,Description,Category,Location,Media File,Belongs to Route
3d5a80df-4bcb-4ea0-bbaf-327ea0f41b31,Nami,Checkpoint at the forest entrance,Temple,POINT Z (80.2409434 30.0790702 1964.4),nami.jpg,74eecd16-037b-401a-90a0-3d8851853faa
