ResourceID,Category,Location,Media File,Belongs to Route
f47ac10b-58cc-4372-a567-0e02b2c3d479,"Temple","POINT Z (80.2409501 30.0790753 1964.5)","nami.jpg",8dc2ecb0-8e45-4082-bc8f-c6dfdd5308d6
